TEXT_TWEET,SENTIMENT
no sé porq todos los dias me despierto como el otro y dps de la nada estoy bien🤷‍♂️,0
Gracias por leerme y no dejarme en visto. ❤️,0
"@eriikag Bella tú,  gracias por estar pendiente ❤",0
"es que intento aparentar que estoy bien pero es que de verdad que estoy fatal, es que tengo ganas de llorar todo el día",0
Desde la madrugada estoy bien Changa 😕y quiero salir del trabajo ya,0
"He llegado a un nivel en mi vida que estoy bien conmigo, soy feliz por mi y tengo espacio para alguien en mi corazón que solo quiera ser feliz y hacer las cosas bien.",0
"ana diciéndole a amaia “te quiero mucho”, no estoy bien 
#OTConciertoAlmeria https://t.co/hFDlofZWEG",0
Se estrelló mi celular estoy bien pendeja 😭😭😭😭😭☹️,0
"NO ESTOY BIEN https://t.co/cKV9nfTJue
#LaPosadaIsOut",0
"Un de las personas más caraduras eh hipócritas que conocemos. Un ser que destila amargura y desprecio hacia todo ser viviente que no opina igual que el. Es un cara dura fuera de serie. Su lema es el de gebel nazi: ""miente, miente que algo quedará""
Pobre tipo. No aporta nada. https://t.co/T7t3N1epR1",0
Sólo me tomé un fourloko y estoy bien prendidaa,0
Estoy bien contenta bai.,0
"@Agustina_Albor Te amo, siempre con vos, y gracias por estar siempre conmigo bancando lo que sea ❤️",0
"Nos hemos acostumbrado a decir ""estoy bien""para evitar preguntas que no queremos responder",0
"@Aeri4everL1485 @weareoneEXO Estoy bien, un poco enojada porque mi Internet no da #BBMAsTopSocial EXO @weareoneEXO",0
"Feliz cumpleaños a una de las personas más maravillosas de este mundo, a quien tiene el corazón de oro, más grande y hermoso, feliz cumpleaños a park jimin quien hace que mis días sean mucho mejores. Gracias por existir jimin, te amo muchísimo 
#HappyBirthdayJimin @BTS_twt https://t.co/RvdnLJfS9Y",0
"feliz cumpleaños a la persona más increíble de este mundo, a quien me enseñó a ser fuerte, perseguir lo que más quiero y amo, a quien me inspira día a día. Te amo mucho Namjoon. Eres lo más importante para mi. Gracias por existir 
#HappyBirthdayNamjoon
https://t.co/dienwqQb8y",0
"Gracias por estar siempre para EXO y EXO-L. Ten una preciosa vida llena de mucha alegria y amor. Te mereces el mundo y mucho muchisimo mas...
Siempre te apoyare en cada paso que decidas dar.
 Muchas felicidades Hun Hun
#HappySehunDay #ShiningSehunDay 
♡♡♡♡♡♡♡♡♡♡♡♡♡♡ https://t.co/NsTQADvlnR",0
"hace 7 años bangtan le dio nombre al fandom, army, uno de los más grandes y hermoso que pueden existir. Un fandom dispuesto a darlo todo por bangtan, protegerlos de todo, siempre estar ahí para ellos. Feliz dia a cada army y gracias por estar para ellos💜 
#HappyArmyDay @BTS_twt",0
"A pesar de la distancia , te siento tan cerca , te amo tanto , me haces tan feliz. Gracias por ser como sos , gracias por esforzarte día a día para dar lo mejor para tus fans . Gracias por ser fuerte hasta en momentos duros . Gracias por existir 💕 #FairyXiuminDay @weareoneEXO https://t.co/jD1hwKrHf5",0
"hoy mi wacho me agarró la cara para decirme por primera vez q me ama, y yo acto seguido ME LE LARGUÉ A LLORAR. Primero me autodeclaré drama queen, y después me acordé q era porque nunca me habían querido entonces me perdoné el teatro",0
"las palabras nunca van a ser suficientes para decirles lo mucho que los amo, lo mucho que son importantes para mí, mi amor por ustedes es demasiado inmenso, que el universo se queda corto. Son todo para mí, gracias por estar a mi lado yo siempre estaré al suyo #7ToEternityWithBTS",0
@bahypinto Te amo bahi❤️✨ gracias por acompañarme en todo,0
"Acabo de enamorarme a primera vista♥️
Gracias por existir Air Fryer
___
Santa (esposo) me paró con mi lamento boliviano todo el año queriendo comprarme uno. https://t.co/ByLYnmtVWZ",0
cada vez estoy mejor con mi carli❤❤❤,0
"Cerca de 100 jóvenes promesas han compartido con nuestras #MujeresHacker una maravillosa mañana cargada de tecnología, imaginación y mucha inspiración.

Gracias por acompañarnos, contamos con todas vosotras para la III edición de #GirlsInspireTech18 https://t.co/Nchw8xQbNu",0
Estoy terminando mi día y me siento una basura y no se porque ! Yo no estoy bien...,0
al menos no soy el único que Flashas jajaja https://t.co/DTVcAx1eh8,0
"Yo no le tengo envidia a nadie, estoy bien con lo que tengo y con lo que me rodeó...",0
"en el barrio estoy mejor, tengo vicio, tengo amor y una vida enloqueciendome..",0
@conejo_quejoso Pensé que de verdad un perro café jajajajajajajaja estoy bien wey https://t.co/s0GMABGDEB,0
"Se acabó 🥺 ¡Muchísimas gracias por acompañarnos con ésta increíble historia! La volvieron muy especial para mí 💙

Gracias #LigaDeLasTinieblas 🎈🤡

Nos vemos el Sábado para hablar de él en el canal de @Marianessu https://t.co/TFurUYjTQo",0
Le digo a papá que estoy mejor y me dice que ya me imaginaba defendiendo la tesis y pariendo a la vez🤦 que lindo su concepto de hija que tiene!,0
Gracias por existir aire acondicionado 😩,0
Hoy logré levantarme pero no hay ganas de leer 😢,0
"#TaehyungYouArePerfect

Te amo Kim Taehyung eres hermoso, perfecto y me quedo corta de palabras ❤❤
Gracias por existir y demostrarnos todo tu amor ❤❤
Eres perfecto por donde quiera que te veaa💜💜 https://t.co/cb1tc7tYgH",0
"@MariaIbarrra Para siempre♥️ Te amo mucho bebita mía, gracias por estar siempre♥️",0
@nataliiaaltuna gracias por existir y salvar a mis resumenes,0
"Últimamente me levanto tan bien y estoy tan conforme con la vida que llevo, mi cuerpo, la gente que me rodea,  increíble. Estoy bien en todos los aspectos",0
@Brisanchezleon No nada importante fue por decir jajajajaja estoy bien😂,0
"¡GRACIAS por acompañarme en este recorrido informativo! No es fácil trabajar durante estos días. Cada transmisión es un nuevo reto. Los casos aumentan y los niveles de exposición cada vez son más altos. Sin embargo, asumimos el compromiso con la información. 

#Cumaná #Covid_19 https://t.co/rvw17L6ACr",0
@FSerranoCastro @David8213 @vox_es Esto quiere decir que no soy el único que piensa que el guapito sanchez anda en su ya famoso modo automático. Abre la boca y mete la pata.,0
Me da gusto leer que no soy el único que piensa que las tonterías que dice memito Leal son indignas de La Mexico.,0
Excelente atención y trato el de ayer en @Tu_IMSS  Clínica #4 #Zacatecas.  ya estoy bien...de visita por reacción alérgica 😊 la enfermera Pamela y la Dra. Lugo se sacan un 10 ✔️ #ReconociendoBuenasExperiencias https://t.co/7ZdiS5DWRj,0
@ivanperaltaramo Estoy bien lleno.. pero ingesu... Dame más!😈,0
la vdd es que estoy bien fea y makes sense,0
"@quemuant Veo que no soy el único que ya está cansado del ""exceso de Adames"" en la Fiesta....",0
@adri14alonso Veo que no soy el único que siente que tenemos “exceso de Adames” en nuestra fiesta....,0
amigos me odio mucho y estoy bien pendeja,0
"@javitaurino Me parecen un poco ""pequeñines"" y con poca cara. ¿Estoy bien o las fotos son malas?",0
gracias por existir Harry styles neta gRACIAS,0
"💘Por todo eso Namjoon, solo me queda darte las gracias💖Por haber cambiado mi vida de una manera tan increíble💘Por darme tanta felicidad y hacerme saber que no estoy sola, que ustedes siempre estarán a mi lado, en las buenas y en las malas💖💘 https://t.co/YAEEVAIRS2",0
"Todo el fandom tenía bien en claro su bias hasta que apareció el Jung Hoseok de la era dynamite para alterarnos y hacernos dudar hasta de nuestros nombres NO ESTOY BIEN

#1stDaynamiteTeaser #Hobi #JHope #BTS #방탄소년단 @BTS_twt https://t.co/28nljGydNs",0
"NO ESTOY BIEN 
#YourEyesTellsComing 
#ProudOfJungkook
@BTS_twt https://t.co/dmSTuaRMpc",0
ESCUCHARON Y VIERON ESO OMG ESTOY EN SHOCK ES PRECIOSA Y SUS VOCES ASDTGUIBJLGH NO ESTOY BIEN,0
Estoy bien tonta JAJAJAJA,0
Estoy bien tonta la neta,0
Wey estoy bien enamorada de j balvin,0
Es un poco complicado para mí sobrellevar todo. Estoy bien estresada 😩 pero creo que al final estaré bien.,0
@CovarubsHenry No estoy bien:(,0
La neta estoy bien tronca,0
"@Fabian87366692 Estoy bien, gracias por preguntar, pero tengo coraje e impotencia que haya gente tan....arrggggg me. El dinero que llevaba no me importa, pero tenía mi INE , una credencial de banco azteca (débito) que dinero no tiene, y fotos de mi novio y mía . Me da más coraje por estas cosas",0
Oigan estoy bien enamorada,0
Alchile si me mame estoy bien pendeja,0
"Que yo sin ti estoy bien,bien
Ya te saqué de mi corazón",0
Ayyy mija que estupida estás te pones a decir que estoy bien fea y quien sabe que la neta es que me vale madre lo que digas ni en tu salón te pelan,0
"@SoyOmarYo Estoy bien gris, y leo tus tuits con tu voz",0
Estoy bien pinché feliz,0
Estoy bien mensa no me di cuenta que me compre un yogurt hachado a perder  y ahorita me estoy sintiendo bien mal 🥺🤢,0
Estoy bien enamorada 🥰 🥰,0
Estoy bien feliz 🥰,0
Estoy bien pinché emocionada,0
Estoy bien enojada 😡,0
yo estoy bien ricaaaaaaa,0
"Yo.....nah, no estoy bien.",0
Estoy bien pinche encabronada. 😡😡😡😡😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡😡😡,0
estoy bien ricaaa🥵,0
diabloooo yo estoy bien ricaaaa.🤤🥴,0
"-Hola cómo estás ? 
- bien, gracias . 

-ah vale! Yo estoy bien eh, gracias por preguntar. 

-ah vale. 

Eso es algo que me molesta 😠 cuando entablo conversación. 
Si no quieres hablar no me respondas y ya.  Así no me desgasto mis articulaciones de mis dedos. 🖕🏻",0
"estoy bien orgullosa de chris, y él sabe porque.💙",0
Acho estoy bien MORDIA,0
"No man, el tweet sobre el abrazo, el audio, la canción de hoy, lo de “Gracias por acompañarme”, Luis sabrás lo bien que le haces a mi vida, las muchas sonrisas y lágrimas de alegría que me sacas loco ? DIOS LO AMO MÁS QUE A MI VIDA, y no me siento suficiente",0
Gracias por acompañarme en este camino 😍😍😍 https://t.co/zHnY7KN8jm,0
@vanitykatnic Yo estoy bien así dándole todo el amor que tengo así no haga nada JAJAJAJA,0
@lettersjulio Luis GRACIAS POR EXISTIR,0
"No man, yo estoy bien pero bien orgullosa de él, está llegando muy lejos y me llena de alegría poder estar aquí y acompañarlo, verlo crecer MAN LO AMO DEMASIADO ♥️ https://t.co/hxGrYQ7GWR",0
ME ESTOY AHOGANDO EN MI ALTERACIÓN PORQUE ESTOY BIEN FELIZ ES QUE MAN NECESITO ESA CANCIÓN YA,0
"@proudxagus Recién veo esto que falta de respeto, te amo mucho ♥️ gracias por estar siempre ahí en cada momento, y por apoyarme siempre, eres de las amistades más lindas que formé aquí ✨ TU FAV TE AMA, y te mereces todo lo qué pasa ♥️",0
Yo estoy bien feliz con JHON Y CELESTE,0
"karo 🔖 @vodkasouza 
Me voy a quedar sin caracteres para decirte todo lo que te tengo que decir, así que lo resumo, TE AMO, ERES LA MÁS GOALS, GRACIAS POR EXISTIR, PERDÓN POR NACER, ESPOSA MÍA DE MI VIDA, MI CORAZÓN EXPLOTA DE LO MUCHO QUE TE QUIERO, cuenta conmigo siempre♥️",0
@vodkasouza NO ES QUE ESTOY BIEN LOCA YO NO SI,0
Te quiero tanto eres una fan incondicional te mereces todo lo bonito de la vida siempre y estoy muy agradecida de que seas mi amiga gracias por estar ahí siempre y quiero que abraces a giu y luis algún día siempre cuenta conmigo❤️. https://t.co/kyXtrmdn8l,0
"Sizzy: Aguante CLACE jaja, TE AMO tanto, eres lo más de lo más, gracias por estar siempre, siempre has merecido y vas a mereces todo lo que te pase con tus favs, deseo de corazón que las cosas mejoren para ti ♥️ y sabes que siempre cuentas conmigo (AMAMOS A ELLIE SI O SI ? )",0
"@andreaftvalen tú me caes mal ysi JJAJA mentira te amo tanto, gracias por existir, porque así hablemos poco te he agarrado un cariño, déjame de bloquear en tw y wpp, espero y ya lleguen las clases de inglés que me prometiste JAJAJ amarte es poco, colgada siempre ♥️",0
"afuera es un quilombo, adentro estoy bien https://t.co/zAwiIIwgt4",0
"Hola !! Muchos se pregunta por MI, bueno estoy bien de salud gracias a Dios en mi casa, pidiendo mucho a Dios por todas las personas que hoy están en un hospital para que se recuperen 🙏🌎🏇. https://t.co/mXfSCANsOq",0
no veo tu comentario de que estoy bien bonita en mi foto &gt;:(,0
estoy bien dañada,0
Tb a cuando me enojé con Morales porque le marcó a mi tío y le dije “POR QUE PUTAS LE MARCAS ESTOY BIEN” a punto de desmayarme por una congestión alcoholica:),0
Es que wey si ya sabes que estoy bien pinche loca paraquehacesesasmamadassssss,0
"Gracias por estar a mi lado en mi 2019 y empezar el 2020 juntas , te amo tanto chulada de niña ❤️!! Por un nuevo año y muchos más a tu lado https://t.co/5WXuMGrTrC",0
@tampocoestanasi @natiftorres Gracias por leer y por recomendar 🍷🍹🍸🍻,0
"Todo bien, una mala broma. Pero todavía siento el vacío y las náuseas. Estoy bien.",0
Mi recuerdo de Jorge Luis Borges y Los Justos con un retrato en acuarela y tinta china. Gracias por existir #Borges. https://t.co/Hp95kBRacM,0
Sí estoy bien pinche bizca y qué.,0
Luego estamos cogiendo y me dice que estoy bien bonita.,0
"Porque les duele...
Nuestro agradecimiento profundo a los activistas que no se pliegan a los gobiernos criminales del Mundo.
Gracias por tanta valentía, sacrificio, dignidad y  solidaridad con Venezuela.
Gracias por estar en LADO CORRECTO DE LA HISTORIA...",0
"SERA HASTA EL LUNES CAMARADAS, COMO SABEN TENGO LA COMPUTADORA DAÑADA, EL MODEM DE INTERNET DAÑADO, EL TV DAÑADO, EL CELULAR DAÑADO, LA NEVERA DAÑADA Y SOLO ME MANTENGO INFORMADO CON UN RADIO PANASONIC QUE TIENE COMO 20 AÑOS. PERO ESTOY BIEN........... HASTA EL LUNES.",0
Grande @luisrobles1984 y @kakuromero17 No puedo escribir por eso desde @MSGNetworks les mando un abrazo y #RBNY ganó por los cambios y jugar frente a un equipo sin la menor idea futbolística! Gracias por acompañarme. https://t.co/XsOiWHLRJs,0
Estoy bien mensa para estás cosas.,0
"El niño que me gusta me llamo para felicitarme, estoy bien pinche felíz 🥺",0
Estoy bien pinche mal emocionalmente pero igual me la pelas,0
"Me siento sp mal por todo lo que me pasó hoy, pero sentí tanta paz cuando mis papás me abrazaron y dijeron ""todo esta bien, solo fue un examen, eres una chingona mi Inge"".",0
Estoy bien aburrida.,0
La neta es que si estoy bien idiota y soy bien dramática,0
"@SusyMedel Buen día querida Susy, excelente tu post, Gracias por estar y ser un cálido abrazo cuídate Bendiciones...!!!",0
Veo que no soy el único al que le pasa esto https://t.co/JmVKMTevhs,0
"@Langosta1607 @Nymphetaminanna Gracias a Dios estoy bien chicas. Y como dicen, no bajar la guardia.
DLB.",0
Estoy bien blindado. 🤩 https://t.co/65OmZlvbLd,0
Ayer cerramos la temporada 2018 y ya nos estamos preparando para el 2019. Muchas gracias por acompañarnos y por disfrutar del #CineEnElCine en #LaLugones @elSanMartinCTBA https://t.co/1MhS6DF47C,0
"@Langosta1607 Gracias, estoy bien, estaba barriendo la calle, cuando se empezó a escuchar las metralletas, duró unos diez minutos.
Y por lo visto se extendió por varias colonias.",0
"@janentacones Tranquila, estoy bien😉",0
@Dr_Carpintero Mientras no llegue el ébola... Creo que estoy bien.,0
Me dormí una siesta y me atrase :( https://t.co/ynHmu9TKyQ,0
"Estoy bien así, no me rompasssss nene",0
Puse el agua para hervir la copa y me dormí decí que no estoy sola porque sino se me fundía el jarro,0
"Si estoy bien o estoy mal, que te puede importar? Ya lo nuestro pasó, me rompiste el corazon",0
aveces me canso de fingir que estoy bien,0
"#WeLoveYouMinYoongi

Siempre eh admirado la pasión que desbordas al rapear.
En tu música se siente el esfuerzo y amor con la que la produces, eres un ser admirable, gracias por existir y por llenarme de alegria y aprendizaje, Min Yoongi. 💜

#PremiosMTVMiaw #MTVLAKPOPBTS https://t.co/UWM4IZTQWG",0
"Gracias por compartirnos todo tu talento, gracias porque siempre nos tienes primero en tus pensamientos, gracias por amarnos tanto, gracias por ser ejemplo de vida para nosotr@s.... gracias por existir!!!

@BTS_twt 
#WeLoveYouMinYoongi https://t.co/KBDNNwitzs",0
"K-Army gracias por estar con los chicos en todo momento, y apoyarlos mucho. Son las mejores. 

#방탄과아미_잘하고있으니_힘내세요",0
"Si estoy bien o estoy mal
Que te puede importar
Ya lo nuestro pasó
Me rompiste el corazón
Y no volveré
Ya no volveré contigo",0
Ya estoy bien! ya me ordené en mi desorden y aquellas voces no me hablan más 🎧🎶,0
"Gracias por existir, 113 y de primera !!! https://t.co/0q3MCAXUaM",0
"@Tonanzin_Guzman @Wendymh11 Mis papás también están preocupados y todos los días me dicen ""por qué nunca quieres salir?"" ""nunca sales con nosotros""... y yo así :( es que estoy bien a gusto con mi rutina jaja",0
"@SRTIERN0 Gracias por estar en todo momento eres increible cariño, no te vayas nunca mi vida, te amo 😭🙈💚👫🐯",0
"@BTS_twt Ustedes no solo nos dieron una estrella, nos dieron una galaxia. Así fue cómo nos ayudaron a iluminar y a encontrar el camino al mapa de nuestras almas. Gracias por existir, Seokjin.",0
"El rey de Tailandia esta cumpliendo 22... no, no estoy bien @BamBam1A
#BamBamXCVIIDay https://t.co/0h2FEqSWZl",0
"¡Feliz cumpleaños @BamBam1A !

TW Argentina OFICIAL te desea lo mejor del mundo en este día super especial. Gracias por existir! ♡

#BamBamXCVIIDay https://t.co/EMZMO4PAaq",0
"https://t.co/DhbglKCABM Gracias por existir , maestro!!",0
"Muchas veces estoy publicando tweets de despecho y desamor, pero estoy bien acostadita abrazando a mi amorcito. No se crean de mis tweets 🤣👋🏽",0
@taniayala23 Amén amiguita. Muchas gracias por estar tan pendiente. Te quiero mucho❣,0
"Si estás tu, estoy bien.",0
@Dans_rojas Te quiero naniiii! Gracias por leerme ✨,0
"Mira, @Martin_Turtura!!! No soy el único! https://t.co/qO26dp8au2",0
@Mar_Andrea87 @GomezJgomezc Muy bien!!! No estoy sola en esto.,0
"Amigos!!!! El Dr. Guy Emerson, con quien colabore en un proyecto de investigación, su libro está más que listo y estoy bien emocionada por el! ❤️✨✨ y más agradecida que nada, bonus: plasmó mi nombre en sus páginas!!!

Si alguien quiere el libro, dígame https://t.co/2pvPEtefjF",0
Mañana tengo mi primer clase de náhuatl y estoy bien emocionada 🤩,0
"@bricartti @MIRZA_RAMIREZR @IEPCDurango @David_ArambulaQ @Lau_Bringas @IMigrantesDgo Muchas gracias por acompañarnos Beatriz! Tendremos que hacer más foros, pero sobre todo, hacer realidad su derecho a votar y ser votados! Y claro, que todos sepan que derechos tienen y como ejercelos, saludos",0
Iniciamos el foro sobre derechos políticos-electorales indígenas @IEPCDurango Muchas gracias por acompañarnos y compartirnos sus experiencias @MC_alanis @GabyHLopez @irmajuancarlos #Durango https://t.co/vHojy5EbuW,0
"@sergiocontre @IEPCDurango @luizork @Lau_Bringas @MIRZA_RAMIREZR @lily_ortiz26 @EduardoOrtegaS @oritanogrcs @heber_GH @DurangoPRESS @ZujeyLuna10 Buenas observaciones. Fue un ejercicio muy complejo, debido a la coordinación que se requería en el estudio para tener 8 participantes y 2 moderadores. (espacio, micrófonos, cámaras, etc). Muchas gracias por estar atento",0
"Ya no estoy sola en esta isla.
Yo sabía, que me habías
dejado  una pista.
Nunca más voy a soltar tu mano
sé que mi Dios me mandó mi regalo
Pa' que se me cure to’ lo malo.",0
"Amiga tiroides, nunca te arregles. Así estoy bien grax",0
0:52' un chino negro jajajajajajaja no soy el único ahr https://t.co/I2PqEBeCRT,0
"Anoche un pibe quebró mal. De esos que lo llevan los amigos a la casa, lo acuestan y le usan el auto para pasear y toda la onda. 
Pero ya estoy bien, fui a trabajar a las 8 y seguro lo paso a gas pq a nafta no va.",0
"@moisespues Tú también eres importante. Espero que la ayuda a ti te esté siendo efectiva, aunque es poco a poco, podrás salir de eso. Yo estoy bien;). Buena noche.",0
Ya llegué al nivel de aceptación en el que me resigné a que soy gorda y estoy bien así.,0
"Ellos son felices con sólo 30seg, que bueno que son siete, que bueno están juntos...

Quiero más, pero con que sean felices, estoy bien. https://t.co/zfDEE0cCVs",0
No es por nada pero estoy bien lucia con el wifi de mi tía,0
Hoy estoy bien puesta pal problema mano🤣🤣🤷🏽‍♀️,0
"estúpida. Realmente, ver todo ese desastre desde un lugar dónde estás bien, es un asco, pero aún no se como en sí que pudo causar tanta locura en mí. Lo que puedo decir ahora, es que estoy bien, arreglé las cosas con mis padres(aunque aún soy un poco maldita), con mis amigos+",0
"atención, más de la que yo quería, y eso me enfurecía, realmente ahora que estoy bien y empiezo a ver las cosas desde otro nivel toda mi actitud me parece tan patética. Y yo estaba mal, estaba mal, todo lo que pensaba y hacía estaba mal. Me escapaba y me hundía en el alcohol+",0
"Mirame que estoy bien hermosa Yoongi, enamorate de mí ya. @BTS_twt 😂😭 https://t.co/30IkTcXdXh",0
"@FALCAO Eres lo mejor parido de esta tierra, gracias por existir 🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍🤍",0
@ArnulfoValdivia Embajador México en Colombia. Gracias por acompañarnos inauguración Viaducto la 9na de Bucaramanga http://t.co/gpSZYNRdLR,0
"Ahora que estoy bien, vienes diciendo que me quieres..",0
Sin ti estoy bien|Nanpa Basico.,0
Yo diciendo que estoy bien que posta ya va a pasar que es solo un bajoncito https://t.co/7GL0TqfFrb,0
