ID_TWEET;TEXT_TWEET;SENTIMENT;AUTHOR_ID;CREATE_AT
1098274794540285952;@BiancaAbril12 q bueno q no soy el único extraño;0;;
1088462967870492672;@BiancaAbril12 Siempre con vos mi amor. Gracias por acompañarme siempre y ahora más que nunca. Te amo mucho bombón ❣️;0;;
1310161407988596736;@softjpxrk KAJSJJSA no, estoy bien me agarre de pedo, o sino pasaba para el otro mundo;0;;
1310156362333253633;@softjpxrk JAJAJAJSJJA aunque me sigue doliendo el culo estoy bien AJJSJAA;0;;
1262282868186918912;@ItsJ_hoseok Jungkook best boy gracias por existir;0;;
1260442106755244039;@crabadise @BTS_twt Lo ameee literal, nunca me va a pasar esto djsjdj (tampoco lo de tener novio porque estoy bien fea) me encantoo;0;;
1232754353699610624;Estoy bien orgulloso de todos ustedes #BUAPSePara https://t.co/6FGXt3ha3C;0;;
1288768821617139713;Como mierda hace una persona para manejarte el humor, porque si estoy bien con esa persona todo esta bien, pero si me peleo o estoy mal por algo, automáticamente estoy como el orto;0;;
1249779397222993920;"@melissamoraila gracias por estar, te amo ;*";0;;
1234384443210530816;Odio ya estar por dormir, y aunque cené bastante, que me de hambre o más bien antojo de algo, porque ya me cepillé los dientes y me da flojera volverlo hacer... PD. Ya bajé por una rebanada de pastel con leche #SiempreGordoNuncaIngordo;0;;
1184343129563914241;pues estoy bien triste y me desanimé, pues hoy me quedé un par de horas más en el trabajo con unos pendientes, y como mi bici se ponchó, me regresé a casa en uber y no me dio tiempo de ir al banco a retirar el dinero del gym...;0;;
1179109182114394112;"Tengo toda la mañana escuchando música de señor/señora, y salió la canción más señorial del mundo, ""Señora"" de Rocío Jurado, si, si estoy bien curado plebes, con mi eclecticismo musical.";0;;
934915686035533824;Birria palazuelos, gracias por existir. #BirrieriaPalazuelos #Culiacán no me pagaron por este tuit jaja.;0;;
1035706726308368386;Ya estoy bien,ya me ordene en mi desorden... https://t.co/Ir01DyGWs9;0;;
1173872887847108613;Muchas gracias por estar en estos momentos, una nueva oportunidad esta cerca, ya pronto llegaras a la familia.;0;;
975867858352791554;Ya estoy bien,ya me ordene en mi desorden... https://t.co/Ya1A431YHZ;0;;
1204849129958055936;@selAPela_ Al menos no soy el único que lo piensa;0;;
872269084070510592;si estoy bien, por los que vivo estaran igual...;0;;
1091507334839439360;@yaaelgaarcia Menos mal que no soy el único que odia así 😅😅;0;;
1125112141193863170;"Feliz cumpleaños mi angelito, gracias por todo el talento que nos regalas, por tu sonrisita y por todo el amor que le das a EXO y a EXO-L, gracias por todo el esfuerzo que haces♡, gracias por existir, te deseo lo mejor Y que siempre seas feliz♡. Te amamos Baek
#HAPPYBAEKHYUNDAY https://t.co/VyeenDMHwv";0;;
1312202523634143233;Estoy bien pinché loca por hacer 3 horas de gimnasio 🙂;0;;
1237089807190364162;No trabajaré este año, y claro que siento feo porque no estoy ayudándole económicamente a mi familia, pero mis padres siempre me dicen que nada vale más que mi salud y que ellos mismos no me dejarán trabajar hasta que vean que ya estoy bien. 🥺;0;;
1307802202279469059;@MonsterEnergyCL Gracias por existir!!! https://t.co/OnCmEUW4xt;0;;
1306193668492189698;"A alguien más se le tapa la nariz por estrés?
Porfa díganme que no soy el único!!";0;;
1297310106489626625;"Como nunca dormí una siesta... acabo de despertar y esta todo mojado!! 🤦‍♂️ Hasta Muffin (el perro) esta mojado! 😂
Se supone que era el lunes!!
Nunca más duermo siesta 😣";0;;
1253174465405620224;Discovery Turbo, gracias por existir!! @DiscoveryLA;0;;
1217073325870125057;@andres_vr76 Es cierto! Una vez salí a caminar con lluvia y me moje entero, menos las zonas que cubría mi mochila! 🤣🤣🤣 La foto me parece clara, parece quemadura de sol!;0;;
1294035308691042308;El guardián fantasma de ARAM en el LoL dice “Buena erección” en lugar de “Buena elección”, y encima añade “Ha visto mucha sangre en su época”. Yo lo veo como un claro juego de palabras. Lo he escuchado mil veces y siempre me suena igual. Decidme que no soy el único. https://t.co/i2XsAQsOrf;0;;
1159339958139793409;Ya estoy empezando a triunfar en mi servicio. 1 mes me ha costado (jajaja) pero ya progresé con los 2 Rs más complicados de ciru y neta estoy bien pinkie orgullosa de mí 😍😍😍;0;;
1156633483751518213;Estoy bien excited porque hoy iré a comprarme una pijama que combine con los sneakers que compré hace 2 findes para que al fin pueda estrenarlos🙊💃🏻🏥;0;;
1141870793749483520;El man no me creía que voy a mi casa. Pensó que me iría con algún otro 🍑. Jajajaja 🤦🏻‍♀️ Ya debería saber que sí estoy bien lelita y no me gusta salir con más de 1 even when el acuerdo sea not formal 😶🔫;0;;
1174177917728907267;@LiamPayne flaco gracias por existir;0;;
1169097674278260737;falta 1 minuto para que tenga que cambiar a -1 dios nO ESTOY BIEN;0;;
1106023112565506049;¿Puedo  pedirte un favor? No me pregunte si estoy bien o cómo me va la vida. No  te importa. Guarda tú falsedad y úsala con otra persona. Gracias.;0;;
1296098504218222593;"🔰[200819] || Actualización de Yixing en Weibo:

✨""Un tributo a todos los grandes trabajadores médicos, gracias por estar allí, feliz día del médico"".

@layzhang #张艺兴 #LayZhang #ZhangYixing 
@weareoneEXO 

Cr: XingPark. https://t.co/byeZXvqESN";0;;
1090313675720871937;@esteninf Usted es un ejemplo de la mujer Venezolana. gracias por existir!;0;;
736386568710131713;"""Primera mujer en la Luna""
—Houston, tenemos un problema.
—¿Que?
—Olvídalo.
—¿Cual es el problema?
—Nada.
—Por favor, dinos.
—Estoy bien.";0;;
1198947531281108993;@juanpavlob Lo importante es que no estoy sola en este inservible Noviembre!;0;;
1146521012923764743;"Sin redes sociales y sin pensar en Copa América. Me dormí una siesta de otro planeta.
Hay que renovar energías";0;;
1171246575508586497;Mañana presento embriología y estoy bien nervioso;0;;
1049084405728178176;Olv estoy bien marrano;0;;
1317268247486619653;Qué ganas tengo que caminar por la playa, sentir la arena, escuchar las olas, oler la sal, sentir la brisa en la cara, el sol en la piel.;0;;
1241869893986856960;no sé porq todos los dias me despierto como el otro y dps de la nada estoy bien🤷‍♂️;0;;
1300595736233611265;Gracias por leerme y no dejarme en visto. ❤️;0;;
1298008319010000896;@eriikag Bella tú,  gracias por estar pendiente ❤;0;;
1146237616695758849;es que intento aparentar que estoy bien pero es que de verdad que estoy fatal, es que tengo ganas de llorar todo el día;0;;
1096416544635187200;Desde la madrugada estoy bien Changa 😕y quiero salir del trabajo ya;0;;
1066082191862611973;He llegado a un nivel en mi vida que estoy bien conmigo, soy feliz por mi y tengo espacio para alguien en mi corazón que solo quiera ser feliz y hacer las cosas bien.;0;;
1033440819821391873;"ana diciéndole a amaia “te quiero mucho”, no estoy bien 
#OTConciertoAlmeria https://t.co/hFDlofZWEG";0;;
1205230359715164174;Se estrelló mi celular estoy bien pendeja 😭😭😭😭😭☹️;0;;
1308890636003807232;"NO ESTOY BIEN https://t.co/cKV9nfTJue
#LaPosadaIsOut";0;;
1012012161042968577;"Un de las personas más caraduras eh hipócritas que conocemos. Un ser que destila amargura y desprecio hacia todo ser viviente que no opina igual que el. Es un cara dura fuera de serie. Su lema es el de gebel nazi: ""miente, miente que algo quedará""
Pobre tipo. No aporta nada. https://t.co/T7t3N1epR1";0;;
1129976588349710336;Sólo me tomé un fourloko y estoy bien prendidaa;0;;
1115998713464467457;Estoy bien contenta bai.;0;;
1227673039455780866;@Agustina_Albor Te amo, siempre con vos, y gracias por estar siempre conmigo bancando lo que sea ❤️;0;;
1192652387745488898;"Nos hemos acostumbrado a decir ""estoy bien""para evitar preguntas que no queremos responder";0;;
1123373419041521664;@Aeri4everL1485 @weareoneEXO Estoy bien, un poco enojada porque mi Internet no da #BBMAsTopSocial EXO @weareoneEXO;0;;
1315668873920815104;"Feliz cumpleaños a una de las personas más maravillosas de este mundo, a quien tiene el corazón de oro, más grande y hermoso, feliz cumpleaños a park jimin quien hace que mis días sean mucho mejores. Gracias por existir jimin, te amo muchísimo 
#HappyBirthdayJimin @BTS_twt https://t.co/RvdnLJfS9Y";0;;
1304442420604612608;"feliz cumpleaños a la persona más increíble de este mundo, a quien me enseñó a ser fuerte, perseguir lo que más quiero y amo, a quien me inspira día a día. Te amo mucho Namjoon. Eres lo más importante para mi. Gracias por existir 
#HappyBirthdayNamjoon
https://t.co/dienwqQb8y";0;;
1116512307398565888;"Gracias por estar siempre para EXO y EXO-L. Ten una preciosa vida llena de mucha alegria y amor. Te mereces el mundo y mucho muchisimo mas...
Siempre te apoyare en cada paso que decidas dar.
 Muchas felicidades Hun Hun
#HappySehunDay #ShiningSehunDay 
♡♡♡♡♡♡♡♡♡♡♡♡♡♡ https://t.co/NsTQADvlnR";0;;
1280942126449254400;"hace 7 años bangtan le dio nombre al fandom, army, uno de los más grandes y hermoso que pueden existir. Un fandom dispuesto a darlo todo por bangtan, protegerlos de todo, siempre estar ahí para ellos. Feliz dia a cada army y gracias por estar para ellos💜 
#HappyArmyDay @BTS_twt";0;;
1110194664446013440;A pesar de la distancia , te siento tan cerca , te amo tanto , me haces tan feliz. Gracias por ser como sos , gracias por esforzarte día a día para dar lo mejor para tus fans . Gracias por ser fuerte hasta en momentos duros . Gracias por existir 💕 #FairyXiuminDay @weareoneEXO https://t.co/jD1hwKrHf5;0;;
1186746922515783686;hoy mi wacho me agarró la cara para decirme por primera vez q me ama, y yo acto seguido ME LE LARGUÉ A LLORAR. Primero me autodeclaré drama queen, y después me acordé q era porque nunca me habían querido entonces me perdoné el teatro;0;;
1271466149025284096;las palabras nunca van a ser suficientes para decirles lo mucho que los amo, lo mucho que son importantes para mí, mi amor por ustedes es demasiado inmenso, que el universo se queda corto. Son todo para mí, gracias por estar a mi lado yo siempre estaré al suyo #7ToEternityWithBTS;0;;
1107659799238508544;@bahypinto Te amo bahi❤️✨ gracias por acompañarme en todo;0;;
1210308073010675714;"Acabo de enamorarme a primera vista♥️
Gracias por existir Air Fryer
___
Santa (esposo) me paró con mi lamento boliviano todo el año queriendo comprarme uno. https://t.co/ByLYnmtVWZ";0;;
926589726739529734;cada vez estoy mejor con mi carli❤❤❤;0;;
1073925526799216641;"Cerca de 100 jóvenes promesas han compartido con nuestras #MujeresHacker una maravillosa mañana cargada de tecnología, imaginación y mucha inspiración.

Gracias por acompañarnos, contamos con todas vosotras para la III edición de #GirlsInspireTech18 https://t.co/Nchw8xQbNu";0;;
1158934970255249408;Estoy terminando mi día y me siento una basura y no se porque ! Yo no estoy bien...;0;;
1139112088624930817;al menos no soy el único que Flashas jajaja https://t.co/DTVcAx1eh8;0;;
1062106242791948294;Yo no le tengo envidia a nadie, estoy bien con lo que tengo y con lo que me rodeó...;0;;
1133937484231008258;en el barrio estoy mejor, tengo vicio, tengo amor y una vida enloqueciendome..;0;;
1275262517112115202;@conejo_quejoso Pensé que de verdad un perro café jajajajajajajaja estoy bien wey https://t.co/s0GMABGDEB;0;;
1288654345395994624;"Se acabó 🥺 ¡Muchísimas gracias por acompañarnos con ésta increíble historia! La volvieron muy especial para mí 💙

Gracias #LigaDeLasTinieblas 🎈🤡

Nos vemos el Sábado para hablar de él en el canal de @Marianessu https://t.co/TFurUYjTQo";0;;
1140051960030257152;Le digo a papá que estoy mejor y me dice que ya me imaginaba defendiendo la tesis y pariendo a la vez🤦 que lindo su concepto de hija que tiene!;0;;
1060897844754821121;Gracias por existir aire acondicionado 😩;0;;
1017004329549647872;Hoy logré levantarme pero no hay ganas de leer 😢;0;;
1129862029467095040;"#TaehyungYouArePerfect

Te amo Kim Taehyung eres hermoso, perfecto y me quedo corta de palabras ❤❤
Gracias por existir y demostrarnos todo tu amor ❤❤
Eres perfecto por donde quiera que te veaa💜💜 https://t.co/cb1tc7tYgH";0;;
1247018713947279360;@MariaIbarrra Para siempre♥️ Te amo mucho bebita mía, gracias por estar siempre♥️;0;;
1266119158531489792;@nataliiaaltuna gracias por existir y salvar a mis resumenes;0;;
1171763262863683586;Últimamente me levanto tan bien y estoy tan conforme con la vida que llevo, mi cuerpo, la gente que me rodea,  increíble. Estoy bien en todos los aspectos;0;;
1112001670169460737;@Brisanchezleon No nada importante fue por decir jajajajaja estoy bien😂;0;;
1277990079957532674;"¡GRACIAS por acompañarme en este recorrido informativo! No es fácil trabajar durante estos días. Cada transmisión es un nuevo reto. Los casos aumentan y los niveles de exposición cada vez son más altos. Sin embargo, asumimos el compromiso con la información. 

#Cumaná #Covid_19 https://t.co/rvw17L6ACr";0;;
1121485510336077824;@FSerranoCastro @David8213 @vox_es Esto quiere decir que no soy el único que piensa que el guapito sanchez anda en su ya famoso modo automático. Abre la boca y mete la pata.;0;;
1061785407497498624;Me da gusto leer que no soy el único que piensa que las tonterías que dice memito Leal son indignas de La Mexico.;0;;
1175810005104304128;Excelente atención y trato el de ayer en @Tu_IMSS  Clínica #4 #Zacatecas.  ya estoy bien...de visita por reacción alérgica 😊 la enfermera Pamela y la Dra. Lugo se sacan un 10 ✔️ #ReconociendoBuenasExperiencias https://t.co/7ZdiS5DWRj;0;;
1147209634647875584;@ivanperaltaramo Estoy bien lleno.. pero ingesu... Dame más!😈;0;;
1272335399327682561;la vdd es que estoy bien fea y makes sense;0;;
970004546222112768;"@quemuant Veo que no soy el único que ya está cansado del ""exceso de Adames"" en la Fiesta....";0;;
959256564090613761;@adri14alonso Veo que no soy el único que siente que tenemos “exceso de Adames” en nuestra fiesta....;0;;
1212964235698987008;amigos me odio mucho y estoy bien pendeja;0;;
891704956264120320;"@javitaurino Me parecen un poco ""pequeñines"" y con poca cara. ¿Estoy bien o las fotos son malas?";0;;
1182508233954594816;gracias por existir Harry styles neta gRACIAS;0;;
1304471312690286594;💘Por todo eso Namjoon, solo me queda darte las gracias💖Por haber cambiado mi vida de una manera tan increíble💘Por darme tanta felicidad y hacerme saber que no estoy sola, que ustedes siempre estarán a mi lado, en las buenas y en las malas💖💘 https://t.co/YAEEVAIRS2;0;;
1292866032844058624;"Todo el fandom tenía bien en claro su bias hasta que apareció el Jung Hoseok de la era dynamite para alterarnos y hacernos dudar hasta de nuestros nombres NO ESTOY BIEN

#1stDaynamiteTeaser #Hobi #JHope #BTS #방탄소년단 @BTS_twt https://t.co/28nljGydNs";0;;
1282670597290569730;"NO ESTOY BIEN 
#YourEyesTellsComing 
#ProudOfJungkook
@BTS_twt https://t.co/dmSTuaRMpc";0;;
1282670567225790466;ESCUCHARON Y VIERON ESO OMG ESTOY EN SHOCK ES PRECIOSA Y SUS VOCES ASDTGUIBJLGH NO ESTOY BIEN;0;;
1302010085795913728;Estoy bien tonta JAJAJAJA;0;;
1299568963240652805;Estoy bien tonta la neta;0;;
1282086104133521408;Wey estoy bien enamorada de j balvin;0;;
1245406191011971075;Es un poco complicado para mí sobrellevar todo. Estoy bien estresada 😩 pero creo que al final estaré bien.;0;;
1267500506009796614;@CovarubsHenry No estoy bien:(;0;;
1265745885817954304;La neta estoy bien tronca;0;;
1143315625416298496;@Fabian87366692 Estoy bien, gracias por preguntar, pero tengo coraje e impotencia que haya gente tan....arrggggg me. El dinero que llevaba no me importa, pero tenía mi INE , una credencial de banco azteca (débito) que dinero no tiene, y fotos de mi novio y mía . Me da más coraje por estas cosas;0;;
1244396749126500355;Oigan estoy bien enamorada;0;;
1223652319893561344;Alchile si me mame estoy bien pendeja;0;;
1182780622085021697;"Que yo sin ti estoy bien,bien
Ya te saqué de mi corazón";0;;
1182425040090009602;Ayyy mija que estupida estás te pones a decir que estoy bien fea y quien sabe que la neta es que me vale madre lo que digas ni en tu salón te pelan;0;;
884321108563865601;@SoyOmarYo Estoy bien gris, y leo tus tuits con tu voz;0;;
1164953613829120002;Estoy bien pinché feliz;0;;
1160209499862339584;Estoy bien mensa no me di cuenta que me compre un yogurt hachado a perder  y ahorita me estoy sintiendo bien mal 🥺🤢;0;;
1143870775356788737;Estoy bien enamorada 🥰 🥰;0;;
1139041240748503040;Estoy bien feliz 🥰;0;;
1137906103159836672;Estoy bien pinché emocionada;0;;
1137552388003454976;Estoy bien enojada 😡;0;;
1273491705342427137;yo estoy bien ricaaaaaaa;0;;
1037091594732752897;Yo.....nah, no estoy bien.;0;;
1030519821212037120;Estoy bien pinche encabronada. 😡😡😡😡😡😡🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡😡😡;0;;
1255715635323158530;estoy bien ricaaa🥵;0;;
1247556890562834433;diabloooo yo estoy bien ricaaaa.🤤🥴;0;;
1014627316201226240;"-Hola cómo estás ? 
- bien, gracias . 

-ah vale! Yo estoy bien eh, gracias por preguntar. 

-ah vale. 

Eso es algo que me molesta 😠 cuando entablo conversación. 
Si no quieres hablar no me respondas y ya.  Así no me desgasto mis articulaciones de mis dedos. 🖕🏻";0;;
1188612740065181696;estoy bien orgullosa de chris, y él sabe porque.💙;0;;
1111089505442910208;Acho estoy bien MORDIA;0;;
1157494864528977920;No man, el tweet sobre el abrazo, el audio, la canción de hoy, lo de “Gracias por acompañarme”, Luis sabrás lo bien que le haces a mi vida, las muchas sonrisas y lágrimas de alegría que me sacas loco ? DIOS LO AMO MÁS QUE A MI VIDA, y no me siento suficiente;0;;
1157492679820894208;Gracias por acompañarme en este camino 😍😍😍 https://t.co/zHnY7KN8jm;0;;
1154578547845095425;@vanitykatnic Yo estoy bien así dándole todo el amor que tengo así no haga nada JAJAJAJA;0;;
1135345981455831040;@lettersjulio Luis GRACIAS POR EXISTIR;0;;
1130663755740778497;No man, yo estoy bien pero bien orgullosa de él, está llegando muy lejos y me llena de alegría poder estar aquí y acompañarlo, verlo crecer MAN LO AMO DEMASIADO ♥️ https://t.co/hxGrYQ7GWR;0;;
1121534147212791810;ME ESTOY AHOGANDO EN MI ALTERACIÓN PORQUE ESTOY BIEN FELIZ ES QUE MAN NECESITO ESA CANCIÓN YA;0;;
1121394266859802624;@proudxagus Recién veo esto que falta de respeto, te amo mucho ♥️ gracias por estar siempre ahí en cada momento, y por apoyarme siempre, eres de las amistades más lindas que formé aquí ✨ TU FAV TE AMA, y te mereces todo lo qué pasa ♥️;0;;
1120443613249527810;Yo estoy bien feliz con JHON Y CELESTE;0;;
1115444300802928640;"karo 🔖 @vodkasouza 
Me voy a quedar sin caracteres para decirte todo lo que te tengo que decir, así que lo resumo, TE AMO, ERES LA MÁS GOALS, GRACIAS POR EXISTIR, PERDÓN POR NACER, ESPOSA MÍA DE MI VIDA, MI CORAZÓN EXPLOTA DE LO MUCHO QUE TE QUIERO, cuenta conmigo siempre♥️";0;;
1114024990754705408;@vodkasouza NO ES QUE ESTOY BIEN LOCA YO NO SI;0;;
1111712291630792705;Te quiero tanto eres una fan incondicional te mereces todo lo bonito de la vida siempre y estoy muy agradecida de que seas mi amiga gracias por estar ahí siempre y quiero que abraces a giu y luis algún día siempre cuenta conmigo❤️. https://t.co/kyXtrmdn8l;0;;
1106014492536852480;Sizzy: Aguante CLACE jaja, TE AMO tanto, eres lo más de lo más, gracias por estar siempre, siempre has merecido y vas a mereces todo lo que te pase con tus favs, deseo de corazón que las cosas mejoren para ti ♥️ y sabes que siempre cuentas conmigo (AMAMOS A ELLIE SI O SI ? );0;;
1088226663576600576;@andreaftvalen tú me caes mal ysi JJAJA mentira te amo tanto, gracias por existir, porque así hablemos poco te he agarrado un cariño, déjame de bloquear en tw y wpp, espero y ya lleguen las clases de inglés que me prometiste JAJAJ amarte es poco, colgada siempre ♥️;0;;
1263870560423075840;afuera es un quilombo, adentro estoy bien https://t.co/zAwiIIwgt4;0;;
1240289434257494018;Hola !! Muchos se pregunta por MI, bueno estoy bien de salud gracias a Dios en mi casa, pidiendo mucho a Dios por todas las personas que hoy están en un hospital para que se recuperen 🙏🌎🏇. https://t.co/mXfSCANsOq;0;;
1093300352282091520;"no veo tu comentario de que estoy bien bonita en mi foto &gt;:(";0;;
1302786572249632772;estoy bien dañada;0;;
1277827756307419136;Tb a cuando me enojé con Morales porque le marcó a mi tío y le dije “POR QUE PUTAS LE MARCAS ESTOY BIEN” a punto de desmayarme por una congestión alcoholica:);0;;
1254977546711531521;Es que wey si ya sabes que estoy bien pinche loca paraquehacesesasmamadassssss;0;;
1212553839901065216;Gracias por estar a mi lado en mi 2019 y empezar el 2020 juntas , te amo tanto chulada de niña ❤️!! Por un nuevo año y muchos más a tu lado https://t.co/5WXuMGrTrC;0;;
1311820148299509760;@tampocoestanasi @natiftorres Gracias por leer y por recomendar 🍷🍹🍸🍻;0;;
1285412818775347201;Todo bien, una mala broma. Pero todavía siento el vacío y las náuseas. Estoy bien.;0;;
1033105126465183745;Mi recuerdo de Jorge Luis Borges y Los Justos con un retrato en acuarela y tinta china. Gracias por existir #Borges. https://t.co/Hp95kBRacM;0;;
1254247358231183362;Sí estoy bien pinche bizca y qué.;0;;
1225300465035829249;Luego estamos cogiendo y me dice que estoy bien bonita.;0;;
1124717133152358401;"Porque les duele...
Nuestro agradecimiento profundo a los activistas que no se pliegan a los gobiernos criminales del Mundo.
Gracias por tanta valentía, sacrificio, dignidad y  solidaridad con Venezuela.
Gracias por estar en LADO CORRECTO DE LA HISTORIA...";0;;
1121864162425094145;SERA HASTA EL LUNES CAMARADAS, COMO SABEN TENGO LA COMPUTADORA DAÑADA, EL MODEM DE INTERNET DAÑADO, EL TV DAÑADO, EL CELULAR DAÑADO, LA NEVERA DAÑADA Y SOLO ME MANTENGO INFORMADO CON UN RADIO PANASONIC QUE TIENE COMO 20 AÑOS. PERO ESTOY BIEN........... HASTA EL LUNES.;0;;
1132462799437869057;Grande @luisrobles1984 y @kakuromero17 No puedo escribir por eso desde @MSGNetworks les mando un abrazo y #RBNY ganó por los cambios y jugar frente a un equipo sin la menor idea futbolística! Gracias por acompañarme. https://t.co/XsOiWHLRJs;0;;
1317606044340801536;Estoy bien mensa para estás cosas.;0;;
1288973554860675075;El niño que me gusta me llamo para felicitarme, estoy bien pinche felíz 🥺;0;;
1274471038277967872;Estoy bien pinche mal emocionalmente pero igual me la pelas;0;;
1240864348077281280;"Me siento sp mal por todo lo que me pasó hoy, pero sentí tanta paz cuando mis papás me abrazaron y dijeron ""todo esta bien, solo fue un examen, eres una chingona mi Inge"".";0;;
1233116525701128193;Estoy bien aburrida.;0;;
1232887723557576705;La neta es que si estoy bien idiota y soy bien dramática;0;;
1312035743041110023;@SusyMedel Buen día querida Susy, excelente tu post, Gracias por estar y ser un cálido abrazo cuídate Bendiciones...!!!;0;;
1195996823208509440;Veo que no soy el único al que le pasa esto https://t.co/JmVKMTevhs;0;;
1298312386697408519;"@Langosta1607 @Nymphetaminanna Gracias a Dios estoy bien chicas. Y como dicen, no bajar la guardia.
DLB.";0;;
1286858018961989632;Estoy bien blindado. 🤩 https://t.co/65OmZlvbLd;0;;
1074775971637719042;Ayer cerramos la temporada 2018 y ya nos estamos preparando para el 2019. Muchas gracias por acompañarnos y por disfrutar del #CineEnElCine en #LaLugones @elSanMartinCTBA https://t.co/1MhS6DF47C;0;;
1254769516787064838;"@Langosta1607 Gracias, estoy bien, estaba barriendo la calle, cuando se empezó a escuchar las metralletas, duró unos diez minutos.
Y por lo visto se extendió por varias colonias.";0;;
1252813810085195778;@janentacones Tranquila, estoy bien😉;0;;
1243767473230565378;@Dr_Carpintero Mientras no llegue el ébola... Creo que estoy bien.;0;;
1270512909681152000;Me dormí una siesta y me atrase :( https://t.co/ynHmu9TKyQ;0;;
1228016145736835073;Estoy bien así, no me rompasssss nene;0;;
1300519948838752257;Puse el agua para hervir la copa y me dormí decí que no estoy sola porque sino se me fundía el jarro;0;;
1217977611101593600;Si estoy bien o estoy mal, que te puede importar? Ya lo nuestro pasó, me rompiste el corazon;0;;
1215428095592796160;aveces me canso de fingir que estoy bien;0;;
1000815778973831168;"#WeLoveYouMinYoongi

Siempre eh admirado la pasión que desbordas al rapear.
En tu música se siente el esfuerzo y amor con la que la produces, eres un ser admirable, gracias por existir y por llenarme de alegria y aprendizaje, Min Yoongi. 💜

#PremiosMTVMiaw #MTVLAKPOPBTS https://t.co/UWM4IZTQWG";0;;
1000778262887346176;"Gracias por compartirnos todo tu talento, gracias porque siempre nos tienes primero en tus pensamientos, gracias por amarnos tanto, gracias por ser ejemplo de vida para nosotr@s.... gracias por existir!!!

@BTS_twt 
#WeLoveYouMinYoongi https://t.co/KBDNNwitzs";0;;
1000608581752967168;"K-Army gracias por estar con los chicos en todo momento, y apoyarlos mucho. Son las mejores. 

#방탄과아미_잘하고있으니_힘내세요";0;;
1181028950480429056;"Si estoy bien o estoy mal
Que te puede importar
Ya lo nuestro pasó
Me rompiste el corazón
Y no volveré
Ya no volveré contigo";0;;
1098713863837700096;Ya estoy bien! ya me ordené en mi desorden y aquellas voces no me hablan más 🎧🎶;0;;
981380802368950278;Gracias por existir, 113 y de primera !!! https://t.co/0q3MCAXUaM;0;;
1129180931233730561;"@Tonanzin_Guzman @Wendymh11 Mis papás también están preocupados y todos los días me dicen ""por qué nunca quieres salir?"" ""nunca sales con nosotros""... y yo así :( es que estoy bien a gusto con mi rutina jaja";0;;
849743985144934400;@SRTIERN0 Gracias por estar en todo momento eres increible cariño, no te vayas nunca mi vida, te amo 😭🙈💚👫🐯;0;;
1132813827299577856;@BTS_twt Ustedes no solo nos dieron una estrella, nos dieron una galaxia. Así fue cómo nos ayudaron a iluminar y a encontrar el camino al mapa de nuestras almas. Gracias por existir, Seokjin.;0;;
1123609482637062144;"El rey de Tailandia esta cumpliendo 22... no, no estoy bien @BamBam1A
#BamBamXCVIIDay https://t.co/0h2FEqSWZl";0;;
1123604903421779968;"¡Feliz cumpleaños @BamBam1A !

TW Argentina OFICIAL te desea lo mejor del mundo en este día super especial. Gracias por existir! ♡

#BamBamXCVIIDay https://t.co/EMZMO4PAaq";0;;
497816023446605824;https://t.co/DhbglKCABM Gracias por existir , maestro!!;0;;
